ID,Name,Height (m),Weight (kg),Types,URL
239,에레키드,0.6,23.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/239.png
240,마그비,0.7,21.4,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/240.png
241,밀탱크,1.2,75.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/241.png
242,해피너스,1.5,46.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/242.png
243,라이코,1.9,178,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/243.png
244,앤테이,2.1,198,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/244.png
245,스이쿤,2,187,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/245.png
246,애버라스,0.6,72,바위|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/246.png
247,데기라스,1.2,152,바위|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/247.png
248,마기라스,2,202,바위|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/248.png
249,루기아,5.2,216,에스퍼|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/249.png
250,칠색조,3.8,199,불꽃|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/250.png
251,세레비,0.6,5,에스퍼|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/251.png
252,나무지기,0.5,5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/252.png
253,나무돌이,0.9,21.6,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/253.png
254,나무킹,1.7,52.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/254.png
255,아차모,0.4,2.5,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/255.png
256,영치코,0.9,19.5,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/256.png
257,번치코,1.9,52,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/257.png
258,물짱이,0.4,7.6,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/258.png
259,늪짱이,0.7,28,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/259.png
260,대짱이,1.5,81.9,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/260.png
261,포챠나,0.5,13.6,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/261.png
262,그라에나,1,37,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/262.png
263,지그제구리,0.4,17.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/263.png
264,직구리,0.5,32.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/264.png
265,개무소,0.3,3.6,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/265.png
266,실쿤,0.6,10,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/266.png
267,뷰티플라이,1,28.4,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/267.png
268,카스쿤,0.7,11.5,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/268.png
269,독케일,1.2,31.6,벌레|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/269.png
270,연꽃몬,0.5,2.6,물|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/270.png
271,로토스,1.2,32.5,물|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/271.png
272,로파파,1.5,55,물|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/272.png
273,도토링,0.5,4,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/273.png
274,잎새코,1,28,풀|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/274.png
275,다탱구,1.3,59.6,풀|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/275.png
276,테일로,0.3,2.3,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/276.png
277,스왈로,0.7,19.8,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/277.png
278,갈모매,0.6,9.5,물|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/278.png
279,패리퍼,1.2,28,물|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/279.png
280,랄토스,0.4,6.6,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/280.png
281,킬리아,0.8,20.2,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/281.png
282,가디안,1.6,48.4,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/282.png
283,비구술,0.5,1.7,벌레|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/283.png
284,비나방,0.8,3.6,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/284.png
285,버섯꼬,0.4,4.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/285.png
286,버섯모,1.2,39.2,풀|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/286.png
287,게을로,0.8,24,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/287.png
288,발바로,1.4,46.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/288.png
289,게을킹,2,130.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/289.png
290,토중몬,0.5,5.5,벌레|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/290.png
291,아이스크,0.8,12,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/291.png
292,껍질몬,0.8,1.2,벌레|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/292.png
293,소곤룡,0.6,16.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/293.png
294,노공룡,1,40.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/294.png
295,폭음룡,1.5,84,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/295.png
296,마크탕,1,86.4,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/296.png
297,하리뭉,2.3,253.8,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/297.png
298,루리리,0.2,2,노말|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/298.png
299,코코파스,1,97,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/299.png
300,에나비,0.6,11,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/300.png
301,델케티,1.1,32.6,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/301.png
302,깜까미,0.5,11,악|고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/302.png
303,입치트,0.6,11.5,강철|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/303.png
304,가보리,0.4,60,강철|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/304.png
305,갱도라,0.9,120,강철|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/305.png
306,보스로라,2.1,360,강철|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/306.png
307,요가랑,0.6,11.2,격투|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/307.png
308,요가램,1.3,31.5,격투|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/308.png
309,썬더라이,0.6,15.2,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/309.png
310,썬더볼트,1.5,40.2,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/310.png
311,플러시,0.4,4.2,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/311.png
312,마이농,0.4,4.2,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/312.png
313,볼비트,0.7,17.7,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/313.png
314,네오비트,0.6,17.7,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/314.png
315,로젤리아,0.3,2,풀|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/315.png
316,꼴깍몬,0.4,10.3,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/316.png
317,꿀꺽몬,1.7,80,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/317.png
318,샤프니아,0.8,20.8,물|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/318.png
319,샤크니아,1.8,88.8,물|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/319.png
320,고래왕자,2,130,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/320.png
321,고래왕,14.5,398,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/321.png
322,둔타,0.7,24,불꽃|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/322.png
323,폭타,1.9,220,불꽃|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/323.png
324,코터스,0.5,80.4,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/324.png
325,피그점프,0.7,30.6,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/325.png
326,피그킹,0.9,71.5,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/326.png
327,얼루기,1.1,5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/327.png
328,톱치,0.7,15,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/328.png
329,비브라바,1.1,15.3,땅|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/329.png
330,플라이곤,2,82,땅|드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/330.png
331,선인왕,0.4,51.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/331.png
332,밤선인,1.3,77.4,풀|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/332.png
333,파비코,0.4,1.2,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/333.png
334,파비코리,1.1,20.6,드래곤|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/334.png
335,쟝고,1.3,40.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/335.png
336,세비퍼,2.7,52.5,독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/336.png
337,루나톤,1,168,바위|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/337.png
338,솔록,1.2,154,바위|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/338.png
339,미꾸리,0.4,1.9,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/339.png
340,메깅,0.9,23.6,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/340.png
341,가재군,0.6,11.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/341.png
342,가재장군,1.1,32.8,물|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/342.png
343,오뚝군,0.5,21.5,땅|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/343.png
344,점토도리,1.5,108,땅|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/344.png
345,릴링,1,23.8,바위|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/345.png
346,릴리요,1.5,60.4,바위|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/346.png
347,아노딥스,0.7,12.5,바위|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/347.png
348,아말도,1.5,68.2,바위|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/348.png
349,빈티나,0.6,7.4,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/349.png
350,밀로틱,6.2,162,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/350.png
351,캐스퐁,0.3,0.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/351.png
352,켈리몬,1,22,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/352.png
353,어둠대신,0.6,2.3,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/353.png
354,다크펫,1.1,12.5,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/354.png
355,해골몽,0.8,15,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/355.png
356,미라몽,1.6,30.6,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/356.png
357,트로피우스,2,100,풀|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/357.png
358,치렁,0.6,1,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/358.png
359,앱솔,1.2,47,악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/359.png
360,마자,0.6,14,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/360.png
361,눈꼬마,0.7,16.8,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/361.png
362,얼음귀신,1.5,256.5,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/362.png
363,대굴레오,0.8,39.5,얼음|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/363.png
364,씨레오,1.1,87.6,얼음|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/364.png
365,씨카이저,1.4,150.6,얼음|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/365.png
366,진주몽,0.4,52.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/366.png
367,헌테일,1.7,27,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/367.png
368,분홍장이,1.8,22.6,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/368.png
369,시라칸,1,23.4,물|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/369.png
370,사랑동이,0.6,8.7,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/370.png
371,아공이,0.6,42.1,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/371.png
372,쉘곤,1.1,110.5,드래곤,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/372.png
373,보만다,1.5,102.6,드래곤|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/373.png
374,메탕,0.6,95.2,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/374.png
375,메탕구,1.2,202.5,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/375.png
376,메타그로스,1.6,550,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/376.png
377,레지락,1.7,230,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/377.png
378,레지아이스,1.8,175,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/378.png
379,레지스틸,1.9,205,강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/379.png
380,라티아스,1.4,40,드래곤|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/380.png
381,라티오스,2,60,드래곤|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/381.png
382,가이오가,4.5,352,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/382.png
383,그란돈,3.5,950,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/383.png
384,레쿠쟈,7,206.5,드래곤|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/384.png
385,지라치,0.3,1.1,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/385.png
386,테오키스,1.7,60.8,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/386.png
387,모부기,0.4,10.2,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/387.png
388,수풀부기,1.1,97,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/388.png
389,토대부기,2.2,310,풀|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/389.png
390,불꽃숭이,0.5,6.2,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/390.png
391,파이숭이,0.9,22,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/391.png
392,초염몽,1.2,55,불꽃|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/392.png
393,팽도리,0.4,5.2,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/393.png
394,팽태자,0.8,23,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/394.png
395,엠페르트,1.7,84.5,물|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/395.png
396,찌르꼬,0.3,2,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/396.png
397,찌르버드,0.6,15.5,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/397.png
398,찌르호크,1.2,24.9,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/398.png
399,비버니,0.5,20,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/399.png
400,비버통,1,31.5,노말|물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/400.png
401,귀뚤뚜기,0.3,2.2,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/401.png
402,귀뚤톡크,1,25.5,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/402.png
403,꼬링크,0.5,9.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/403.png
404,럭시오,0.9,30.5,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/404.png
405,렌트라,1.4,42,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/405.png
406,꼬몽울,0.2,1.2,풀|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/406.png
407,로즈레이드,0.9,14.5,풀|독,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/407.png
408,두개도스,0.9,31.5,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/408.png
409,램펄드,1.6,102.5,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/409.png
410,방패톱스,0.5,57,바위|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/410.png
411,바리톱스,1.3,149.5,바위|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/411.png
412,도롱충이,0.2,3.4,벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/412.png
413,도롱마담,0.5,6.5,벌레|풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/413.png
414,나메일,0.9,23.3,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/414.png
415,세꿀버리,0.3,5.5,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/415.png
416,비퀸,1.2,38.5,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/416.png
417,파치리스,0.4,3.9,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/417.png
418,브이젤,0.7,29.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/418.png
419,플로젤,1.1,33.5,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/419.png
420,체리버,0.4,3.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/420.png
421,체리꼬,0.5,9.3,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/421.png
422,깝질무,0.3,6.3,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/422.png
423,트리토돈,0.9,29.9,물|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/423.png
424,겟핸보숭,1.2,20.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/424.png
425,흔들풍손,0.4,1.2,고스트|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/425.png
426,둥실라이드,1.2,15,고스트|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/426.png
427,이어롤,0.4,5.5,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/427.png
428,이어롭,1.2,33.3,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/428.png
429,무우마직,0.9,4.4,고스트,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/429.png
430,돈크로우,0.9,27.3,악|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/430.png
431,나옹마,0.5,3.9,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/431.png
432,몬냥이,1,43.8,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/432.png
433,랑딸랑,0.2,0.6,에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/433.png
434,스컹뿡,0.4,19.2,독|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/434.png
435,스컹탱크,1,38,독|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/435.png
436,동미러,0.5,60.5,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/436.png
437,동탁군,1.3,187,강철|에스퍼,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/437.png
438,꼬지지,0.5,15,바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/438.png
439,흉내내,0.6,13,에스퍼|페어리,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/439.png
440,핑복,0.6,24.4,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/440.png
441,페라페,0.5,1.9,노말|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/441.png
442,화강돌,1,108,고스트|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/442.png
443,딥상어동,0.7,20.5,드래곤|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/443.png
444,한바이트,1.4,56,드래곤|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/444.png
445,한카리아스,1.9,95,드래곤|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/445.png
446,먹고자,0.6,105,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/446.png
447,리오르,0.7,20.2,격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/447.png
448,루카리오,1.2,54,격투|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/448.png
449,히포포타스,0.8,49.5,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/449.png
450,하마돈,2,300,땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/450.png
451,스콜피,0.8,12,독|벌레,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/451.png
452,드래피온,1.3,61.5,독|악,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/452.png
453,삐딱구리,0.7,23,독|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/453.png
454,독개굴,1.3,44.4,독|격투,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/454.png
455,무스틈니,1.4,27,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/455.png
456,형광어,0.4,7,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/456.png
457,네오라이트,1.2,24,물,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/457.png
458,타만타,1,65,물|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/458.png
459,눈쓰개,1,50.5,풀|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/459.png
460,눈설왕,2.2,135.5,풀|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/460.png
461,포푸니라,1.1,34,악|얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/461.png
462,자포코일,1.2,180,전기|강철,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/462.png
463,내룸벨트,1.7,140,노말,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/463.png
464,거대코뿌리,2.4,282.8,땅|바위,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/464.png
465,덩쿠림보,2,128.6,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/465.png
466,에레키블,1.8,138.6,전기,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/466.png
467,마그마번,1.6,68,불꽃,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/467.png
468,토게키스,1.5,38,페어리|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/468.png
469,메가자리,1.9,51.5,벌레|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/469.png
470,리피아,1,25.5,풀,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/470.png
471,글레이시아,0.8,25.9,얼음,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/471.png
472,글라이온,2,42.5,땅|비행,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/472.png
473,맘모꾸리,2.5,291,얼음|땅,https://raw.githubusercontent.com/PokeAPI/sprites/master/sprites/pokemon/473.png
